Ref,Original ref,Date,IP,Update type,Technical cookies,Statistics cookies,Profiling cookies
1598374648360,1598374643630,2020-08-25 16:57:29,185.180.29.172,Cancel BUTTON,1,0,0
1598374692845,1598374687918,2020-08-25 16:58:13,212.237.118.65,ACCEPT BUTTON,1,1,1
1598374734326,1598374713276,2020-08-25 16:58:53,212.154.57.15,Cancel BUTTON,1,0,0
1598383751529,1598383748456,2020-08-25 19:29:13,5.77.124.102,Cancel BUTTON,1,0,0
1598391009091,1598391007115,2020-08-25 21:30:09,217.39.85.220,ACCEPT BUTTON,1,1,1
1598393491776,1598393489081,2020-08-25 22:11:33,117.102.5.13,ACCEPT BUTTON,1,1,1
1598310762775,1598310749888,2020-08-25 22:13:12,88.241.65.185,ACCEPT BUTTON,1,1,1
1598393666629,1598393648779,2020-08-25 22:14:27,46.1.152.227,Cancel BUTTON,1,0,0
1598393667167,1598393658226,2020-08-25 22:14:27,37.210.69.59,Cancel BUTTON,1,0,0
1598393750450,1598393746712,2020-08-25 22:15:50,89.108.186.116,ACCEPT BUTTON,1,1,1
1598393962426,1598393957187,2020-08-25 22:19:24,95.88.153.178,ACCEPT BUTTON,1,1,1
1598394190393,1598394182584,2020-08-25 22:23:11,88.244.95.226,Cancel BUTTON,1,0,0
1598394312851,1598394306961,2020-08-25 22:23:28,167.114.232.247,Cancel BUTTON,1,0,0
1598394568122,1598394565834,2020-08-25 22:29:29,199.60.101.228,Cancel BUTTON,1,0,0
1598394646837,1598394636024,2020-08-25 22:30:45,217.171.195.221,Cancel BUTTON,1,0,0
1598395208952,1598395202133,2020-08-25 22:40:10,114.125.199.132,Cancel BUTTON,1,0,0
1598395263800,1598395254833,2020-08-25 22:41:04,181.229.202.177,ACCEPT BUTTON,1,1,1
1598395280705,1598395250857,2020-08-25 22:41:24,170.233.119.202,ACCEPT BUTTON,1,1,1
1598395294862,1598395284938,2020-08-25 22:41:35,170.233.29.166,ACCEPT BUTTON,1,1,1
1598395334062,1598378309555,2020-08-25 22:42:13,131.161.217.169,ACCEPT BUTTON,1,1,1
1598395752424,1598395740231,2020-08-25 22:49:15,78.162.40.187,Cancel BUTTON,1,0,0
1598395759802,1598395753520,2020-08-25 22:49:21,45.116.233.38,ACCEPT BUTTON,1,1,1
1598395775081,1598395755280,2020-08-25 22:49:35,94.128.205.105,Cancel BUTTON,1,0,0
1598395853780,1598395851605,2020-08-25 22:50:54,182.189.208.233,ACCEPT BUTTON,1,1,1
1598396381834,1598396353726,2020-08-25 22:59:46,78.190.108.123,ACCEPT BUTTON,1,1,1
1598396408143,1598396405053,2020-08-25 23:00:08,36.76.216.247,ACCEPT BUTTON,1,1,1
1598396268323,1598396258710,2020-08-25 23:00:12,45.116.233.14,Cancel BUTTON,1,0,0
1598397003467,1598396987121,2020-08-25 23:10:03,200.87.211.62,ACCEPT BUTTON,1,1,1
1598397555985,1598397529170,2020-08-25 23:19:17,82.132.231.190,ACCEPT BUTTON,1,1,1
1598397603837,1598397601379,2020-08-25 23:20:05,223.255.225.227,ACCEPT BUTTON,1,1,1
1598397669420,1598397662000,2020-08-25 23:21:11,112.215.240.76,Cancel BUTTON,1,0,0
1598397903909,1598397893379,2020-08-25 23:25:03,94.128.214.71,ACCEPT BUTTON,1,1,1
1598399495702,1598399489173,2020-08-25 23:51:36,119.160.66.249,ACCEPT BUTTON,1,1,1
1598399824737,1598399804164,2020-08-25 23:57:05,177.35.204.182,ACCEPT BUTTON,1,1,1
1598399963624,1598399961136,2020-08-25 23:59:23,197.27.192.124,Cancel BUTTON,1,0,0
1598400354983,1598400345693,2020-08-26 00:05:53,81.250.150.90,ACCEPT BUTTON,1,1,1
1598401511203,1598401507982,2020-08-26 00:25:10,125.164.233.9,Cancel BUTTON,1,0,0
1598402267241,1598402257284,2020-08-26 00:37:48,157.42.82.182,ACCEPT BUTTON,1,1,1
1598402624375,1598402610213,2020-08-26 00:43:50,45.161.140.188,Cancel BUTTON,1,0,0
1598403305505,1598403299415,2020-08-26 00:55:06,138.59.122.178,Cancel BUTTON,1,0,0
1598403579505,1598403519739,2020-08-26 00:59:37,168.0.109.239,ACCEPT BUTTON,1,1,1
1598405394404,1598405388839,2020-08-26 01:29:54,212.237.119.88,ACCEPT BUTTON,1,1,1
1598406707827,1598406688380,2020-08-26 01:52:13,205.253.135.164,ACCEPT BUTTON,1,1,1
1598406800862,1598406783998,2020-08-26 01:53:21,157.34.58.201,ACCEPT BUTTON,1,1,1
1598406952797,1598406922657,2020-08-26 01:55:52,191.102.199.38,ACCEPT BUTTON,1,1,1
1598407020088,1598407012905,2020-08-26 01:57:01,181.199.63.212,ACCEPT BUTTON,1,1,1
1598407309175,1598407300336,2020-08-26 02:01:48,177.143.144.53,ACCEPT BUTTON,1,1,1
1598407368538,1598407361966,2020-08-26 02:02:51,119.160.118.76,ACCEPT BUTTON,1,1,1
1598407990406,1598407976193,2020-08-26 02:13:10,49.145.225.140,ACCEPT BUTTON,1,1,1
1598408962809,1598408941692,2020-08-26 02:29:24,27.255.58.166,ACCEPT BUTTON,1,1,1
1598409300776,1598409296811,2020-08-26 02:35:02,138.122.109.66,Cancel BUTTON,1,0,0
1598409837432,1598409829034,2020-08-26 02:43:57,181.188.161.89,ACCEPT BUTTON,1,1,1
1598410808314,1598410783356,2020-08-26 03:00:10,125.166.126.120,ACCEPT BUTTON,1,1,1
1598411269319,1598411247211,2020-08-26 03:07:50,124.105.102.132,Cancel BUTTON,1,0,0
1598411429088,1598411423332,2020-08-26 03:10:30,103.83.232.17,ACCEPT BUTTON,1,1,1
1598411689967,1598411686624,2020-08-26 03:14:50,58.69.229.73,ACCEPT BUTTON,1,1,1
1598411852964,1598411850238,2020-08-26 03:17:33,125.161.138.18,Cancel BUTTON,1,0,0
1598412116563,1598412104320,2020-08-26 03:21:57,103.243.83.201,ACCEPT BUTTON,1,1,1
1598412282017,1598412261949,2020-08-26 03:24:42,157.37.213.121,ACCEPT BUTTON,1,1,1
1598412308173,1598412302615,2020-08-26 03:25:07,125.164.236.92,Cancel BUTTON,1,0,0
1598412490040,1598412478152,2020-08-26 03:28:11,157.43.51.73,ACCEPT BUTTON,1,1,1
1598413174146,1598413161287,2020-08-26 03:39:36,119.145.108.99,ACCEPT BUTTON,1,1,1
1598413624772,1598413595306,2020-08-26 03:47:06,186.46.207.252,Cancel BUTTON,1,0,0
1598413793149,1598413770636,2020-08-26 03:49:53,40.133.161.26,ACCEPT BUTTON,1,1,1
1598414365866,1598414356596,2020-08-26 03:59:26,47.9.100.167,ACCEPT BUTTON,1,1,1
1598414968985,1598414951891,2020-08-26 04:09:29,157.34.134.223,ACCEPT BUTTON,1,1,1
1598415357324,1598415331508,2020-08-26 04:15:58,157.49.175.186,ACCEPT BUTTON,1,1,1
1598415993290,1598415979200,2020-08-26 04:26:33,112.204.164.147,ACCEPT BUTTON,1,1,1
1598416344099,1598416341682,2020-08-26 04:32:23,36.70.55.28,ACCEPT BUTTON,1,1,1
1598417355902,1598417303367,2020-08-26 04:49:16,157.34.88.230,ACCEPT BUTTON,1,1,1
1598417800949,1598417798200,2020-08-26 04:56:41,119.160.116.36,Cancel BUTTON,1,0,0
1598418143027,1598418138008,2020-08-26 05:02:24,157.34.157.217,ACCEPT BUTTON,1,1,1
1598418252785,1598418250067,2020-08-26 05:04:12,190.152.187.11,ACCEPT BUTTON,1,1,1
1598418493384,1598418485754,2020-08-26 05:08:14,182.1.27.121,Cancel BUTTON,1,0,0
1598418674046,1598418659661,2020-08-26 05:11:14,27.60.3.5,Cancel BUTTON,1,0,0
1598418882490,1598418871256,2020-08-26 05:22:19,5.25.158.12,Cancel BUTTON,1,0,0
1598421983991,1598421955957,2020-08-26 06:06:25,157.43.243.120,ACCEPT BUTTON,1,1,1
1598423951078,1598423944991,2020-08-26 06:39:15,36.75.54.161,Cancel BUTTON,1,0,0
1598424378766,1598424320686,2020-08-26 06:46:19,177.224.65.247,ACCEPT BUTTON,1,1,1
1598426710562,1598426695615,2020-08-26 07:25:12,47.247.71.80,ACCEPT BUTTON,1,1,1
1598427097056,1598427093503,2020-08-26 07:31:36,95.111.194.251,ACCEPT BUTTON,1,1,1
1598427103899,1598427087404,2020-08-26 07:31:42,175.158.49.61,ACCEPT BUTTON,1,1,1
1598428278703,1598428270944,2020-08-26 07:51:18,103.229.68.171,ACCEPT BUTTON,1,1,1
1598428859874,1598428807162,2020-08-26 08:01:05,157.34.155.62,ACCEPT BUTTON,1,1,1
1598429780997,1598429758258,2020-08-26 08:16:22,157.32.39.224,ACCEPT BUTTON,1,1,1
1598430755240,1598430743271,2020-08-26 08:32:36,157.34.81.27,ACCEPT BUTTON,1,1,1
1598431805135,1598431789894,2020-08-26 08:50:11,178.62.97.160,ACCEPT BUTTON,1,1,1
1598431811628,undefined,2020-08-26 08:50:12,178.62.97.160,ACCEPT BUTTON,1,1,1
1598431812342,undefined,2020-08-26 08:50:13,178.62.97.160,Cancel BUTTON,1,0,0
1598431813218,undefined,2020-08-26 08:50:14,178.62.97.160,ACCEPT BUTTON,1,1,1
1598431840140,1598431833717,2020-08-26 08:50:41,182.180.101.140,ACCEPT BUTTON,1,1,1
1598432711907,1598432699933,2020-08-26 09:05:13,114.4.223.184,ACCEPT BUTTON,1,1,1
1598432986883,1598432977179,2020-08-26 09:09:45,78.188.135.207,ACCEPT BUTTON,1,1,1
1598433189211,1598433178602,2020-08-26 09:13:10,176.232.27.94,ACCEPT BUTTON,1,1,1
1598433581500,1598433530353,2020-08-26 09:19:42,47.9.1.250,ACCEPT BUTTON,1,1,1
1598433933088,1598433889736,2020-08-26 09:25:35,113.246.184.73,ACCEPT BUTTON,1,1,1
1598433992275,1598433981947,2020-08-26 09:26:31,180.248.121.30,Cancel BUTTON,1,0,0
1598434483370,1598434471029,2020-08-26 09:34:42,176.43.217.83,Cancel BUTTON,1,0,0
1598435956876,1598435955668,2020-08-26 09:59:17,42.147.153.96,Cancel BUTTON,1,0,0
1598436156786,1598436153413,2020-08-26 10:02:37,111.119.187.3,Cancel BUTTON,1,0,0
1598436302602,1598436292893,2020-08-26 10:05:03,157.34.76.158,ACCEPT BUTTON,1,1,1
1598437069210,1598437062880,2020-08-26 10:17:49,185.31.170.201,ACCEPT BUTTON,1,1,1
1598437601336,1598437599261,2020-08-26 10:26:42,51.211.194.94,ACCEPT BUTTON,1,1,1
1598438267807,1598438250179,2020-08-26 10:37:48,157.37.187.49,ACCEPT BUTTON,1,1,1
1598438997281,1598438979813,2020-08-26 10:50:01,47.9.208.164,ACCEPT BUTTON,1,1,1
1598439649322,1598439617731,2020-08-26 11:00:50,157.41.10.201,ACCEPT BUTTON,1,1,1
1598443746228,1598443727785,2020-08-26 11:09:20,192.241.233.94,ACCEPT BUTTON,1,1,1
1598440384655,1598440380127,2020-08-26 11:13:05,130.193.226.188,Cancel BUTTON,1,0,0
1598440503482,1598440495842,2020-08-26 11:15:19,105.184.114.26,ACCEPT BUTTON,1,1,1
1598441394052,1598441365005,2020-08-26 11:29:52,176.232.173.219,Cancel BUTTON,1,0,0
1598441734877,1598441731257,2020-08-26 11:33:40,103.255.5.84,ACCEPT BUTTON,1,1,1
1598441719228,1598441714935,2020-08-26 11:35:20,188.71.192.172,Cancel BUTTON,1,0,0
1598441823793,1598441813187,2020-08-26 11:37:06,157.42.110.16,ACCEPT BUTTON,1,1,1
1598442341162,1598442304598,2020-08-26 11:45:41,47.9.213.137,ACCEPT BUTTON,1,1,1
1598442645382,1598442627434,2020-08-26 11:50:45,180.252.164.99,ACCEPT BUTTON,1,1,1
1598443003398,1598442999403,2020-08-26 11:56:44,62.201.241.42,Cancel BUTTON,1,0,0
1598443429984,1598443417400,2020-08-26 12:03:47,88.242.137.209,ACCEPT BUTTON,1,1,1
1598443582625,1598443571856,2020-08-26 12:04:02,192.155.94.51,ACCEPT BUTTON,1,1,1
1598443706072,1598443632067,2020-08-26 12:08:29,112.133.246.34,Cancel BUTTON,1,0,0
1598444469007,1598444464308,2020-08-26 12:21:10,62.74.38.188,ACCEPT BUTTON,1,1,1
1598444664000,1598444651372,2020-08-26 12:24:22,197.185.102.232,Cancel BUTTON,1,0,0
1598446131744,1598446055301,2020-08-26 12:48:54,125.164.233.13,Cancel BUTTON,1,0,0
1598446134872,1598446121676,2020-08-26 12:48:56,217.164.37.243,ACCEPT BUTTON,1,1,1
1598446457141,1598446431288,2020-08-26 12:54:18,157.32.52.195,ACCEPT BUTTON,1,1,1
1598446944294,1598446938495,2020-08-26 13:02:23,175.107.0.134,ACCEPT BUTTON,1,1,1
1598447165675,1598447159939,2020-08-26 13:06:03,190.247.154.33,ACCEPT BUTTON,1,1,1
1598447709523,1598447707714,2020-08-26 13:15:09,110.36.118.53,ACCEPT BUTTON,1,1,1
1598447718235,1598447716670,2020-08-26 13:15:19,130.193.249.130,ACCEPT BUTTON,1,1,1
1598447980554,1598447971782,2020-08-26 13:19:36,212.237.120.34,ACCEPT BUTTON,1,1,1
1598448034846,1598448029734,2020-08-26 13:20:35,103.220.207.226,Cancel BUTTON,1,0,0
1598448073224,1598448067952,2020-08-26 13:21:12,185.106.30.53,ACCEPT BUTTON,1,1,1
1598449107780,1598449104865,2020-08-26 13:38:29,101.53.229.162,ACCEPT BUTTON,1,1,1
1598449326886,1598449324447,2020-08-26 13:42:07,103.78.114.138,ACCEPT BUTTON,1,1,1
1598449403924,1598449389883,2020-08-26 13:43:24,180.242.181.112,ACCEPT BUTTON,1,1,1
1598449570037,1598449548925,2020-08-26 13:46:10,47.9.69.177,ACCEPT BUTTON,1,1,1
1598450273435,1598450256884,2020-08-26 13:57:54,130.193.210.208,Cancel BUTTON,1,0,0
1598450443777,1598450413236,2020-08-26 14:00:44,182.182.105.245,Cancel BUTTON,1,0,0
1598450477844,1598450470297,2020-08-26 14:01:23,39.48.4.107,ACCEPT BUTTON,1,1,1
1598450931462,1598450907571,2020-08-26 14:08:52,157.34.100.209,ACCEPT BUTTON,1,1,1
1598451316244,1598451309976,2020-08-26 14:15:17,72.255.29.67,Cancel BUTTON,1,0,0
1598451607967,1598451533426,2020-08-26 14:20:07,94.187.52.172,ACCEPT BUTTON,1,1,1
1598451772683,1598451719318,2020-08-26 14:22:52,88.242.197.44,ACCEPT BUTTON,1,1,1
1598451771544,1598451767893,2020-08-26 14:22:54,95.172.210.246,ACCEPT BUTTON,1,1,1
1598451989910,1598451980459,2020-08-26 14:26:29,191.205.120.66,Cancel BUTTON,1,0,0
1598452009281,1598452006889,2020-08-26 14:26:50,110.136.164.62,ACCEPT BUTTON,1,1,1
1598452140341,1598452135580,2020-08-26 14:29:00,79.26.126.195,ACCEPT BUTTON,1,1,1
1598452776605,1598452772062,2020-08-26 14:34:13,186.219.210.47,ACCEPT BUTTON,1,1,1
1598453189582,1598453181945,2020-08-26 14:46:29,117.102.23.43,Cancel BUTTON,1,0,0
1598453855083,1598453834595,2020-08-26 14:57:36,157.37.218.114,ACCEPT BUTTON,1,1,1
1598454426210,1598454407656,2020-08-26 15:07:07,157.50.44.33,ACCEPT BUTTON,1,1,1
1598454448612,1598454444056,2020-08-26 15:07:28,168.211.72.151,ACCEPT BUTTON,1,1,1
1598455525207,1598455514115,2020-08-26 15:25:28,157.48.142.125,ACCEPT BUTTON,1,1,1
1598456000191,1598455982992,2020-08-26 15:33:19,101.53.245.148,ACCEPT BUTTON,1,1,1
1598456397595,1598456386190,2020-08-26 15:39:59,157.32.233.122,ACCEPT BUTTON,1,1,1
1598456436669,1598456418032,2020-08-26 15:40:38,95.15.80.155,ACCEPT BUTTON,1,1,1
1598456802711,1598456776820,2020-08-26 15:46:48,180.241.47.213,Cancel BUTTON,1,0,0
1598457173655,1598457151757,2020-08-26 15:52:54,157.43.251.124,ACCEPT BUTTON,1,1,1
1598457291727,1598457280170,2020-08-26 15:54:51,172.58.29.163,Cancel BUTTON,1,0,0
1598457856999,1598457854468,2020-08-26 16:04:17,89.148.63.132,Cancel BUTTON,1,0,0
1598457943951,1598457936821,2020-08-26 16:05:45,182.182.43.203,ACCEPT BUTTON,1,1,1
1598458449854,1598457660992,2020-08-26 16:14:09,36.90.244.9,Cancel BUTTON,1,0,0
1598458567771,1598458563677,2020-08-26 16:16:09,119.157.95.241,ACCEPT BUTTON,1,1,1
1598458693773,1598458682012,2020-08-26 16:18:13,196.75.62.117,ACCEPT BUTTON,1,1,1
1598458839309,1598458831761,2020-08-26 16:20:40,185.244.154.78,ACCEPT BUTTON,1,1,1
1598458929165,1598458919380,2020-08-26 16:22:09,130.193.225.108,Cancel BUTTON,1,0,0
1598458958167,1598458956803,2020-08-26 16:22:40,79.51.141.114,ACCEPT BUTTON,1,1,1
1598459042494,1598459032818,2020-08-26 16:24:02,37.39.171.157,Cancel BUTTON,1,0,0
1598459322901,1598459253814,2020-08-26 16:28:43,105.101.177.72,ACCEPT BUTTON,1,1,1
1598459468639,1598459460233,2020-08-26 16:31:09,114.125.94.149,Cancel BUTTON,1,0,0
1598459499056,1598459493155,2020-08-26 16:31:37,88.238.44.191,ACCEPT BUTTON,1,1,1
1598459896922,1598459850381,2020-08-26 16:38:15,188.3.239.181,ACCEPT BUTTON,1,1,1
1598460062693,1598460054736,2020-08-26 16:41:03,157.43.226.176,ACCEPT BUTTON,1,1,1
1598460402843,1598460394391,2020-08-26 16:46:44,157.34.100.131,ACCEPT BUTTON,1,1,1
1598460953741,1598460919024,2020-08-26 16:55:54,72.255.51.234,ACCEPT BUTTON,1,1,1
1598461438238,1598461433692,2020-08-26 17:03:59,37.239.126.12,Cancel BUTTON,1,0,0
1598461648559,1598461628297,2020-08-26 17:07:42,49.149.99.3,ACCEPT BUTTON,1,1,1
1598469634570,1598469625279,2020-08-26 17:21:40,37.238.176.7,ACCEPT BUTTON,1,1,1
1598462540908,1598462533131,2020-08-26 17:22:21,64.74.162.85,Cancel BUTTON,1,0,0
1598462586018,1598462574153,2020-08-26 17:23:05,39.38.175.176,Cancel BUTTON,1,0,0
1598462716721,1598462714325,2020-08-26 17:25:17,37.237.219.22,ACCEPT BUTTON,1,1,1
1598463114878,1598463024144,2020-08-26 17:31:55,180.191.123.108,ACCEPT BUTTON,1,1,1
1598463225812,1598463219470,2020-08-26 17:33:48,93.106.21.193,Cancel BUTTON,1,0,0
1598463311222,1598463305357,2020-08-26 17:35:09,95.179.160.7,Cancel BUTTON,1,0,0
1598463572024,1598463567478,2020-08-26 17:39:32,14.192.140.42,Cancel BUTTON,1,0,0
1598463580602,1598463577291,2020-08-26 17:39:41,115.164.84.24,Cancel BUTTON,1,0,0
1598463649542,1598463645131,2020-08-26 17:40:50,119.73.121.179,ACCEPT BUTTON,1,1,1
1598463750511,1598463748149,2020-08-26 17:42:30,114.125.41.65,ACCEPT BUTTON,1,1,1
1598512432627,1598512424310,2020-08-26 17:43:27,182.189.248.165,Cancel BUTTON,1,0,0
1598464711045,1598464694749,2020-08-26 17:58:29,103.12.198.58,ACCEPT BUTTON,1,1,1
1598464760919,1598464758971,2020-08-26 17:59:18,94.23.150.194,ACCEPT BUTTON,1,1,1
1598407298653,1598406971919,2020-08-26 18:00:45,105.112.97.142,ACCEPT BUTTON,1,1,1
1598465518982,1598465514616,2020-08-26 18:11:59,117.102.4.139,ACCEPT BUTTON,1,1,1
1598465798175,1598465795995,2020-08-26 18:16:39,59.103.33.116,ACCEPT BUTTON,1,1,1
1598465833365,1598465827639,2020-08-26 18:17:13,105.8.3.78,ACCEPT BUTTON,1,1,1
1598466112605,1598466106958,2020-08-26 18:21:52,62.201.242.154,ACCEPT BUTTON,1,1,1
1598466165173,1598466162743,2020-08-26 18:22:44,103.255.7.63,Cancel BUTTON,1,0,0
1598466246380,1598466238257,2020-08-26 18:25:11,157.48.192.125,ACCEPT BUTTON,1,1,1
1598466757753,1598466744922,2020-08-26 18:32:38,47.247.61.249,ACCEPT BUTTON,1,1,1
1598466946864,1598466939414,2020-08-26 18:35:47,176.90.101.9,Cancel BUTTON,1,0,0
1598467071846,1598467061826,2020-08-26 18:37:54,36.69.3.38,Cancel BUTTON,1,0,0
1598467211349,1598467205008,2020-08-26 18:40:11,181.142.222.55,ACCEPT BUTTON,1,1,1
1598467275923,1598467265060,2020-08-26 18:41:16,46.123.255.169,Cancel BUTTON,1,0,0
1598467321411,1598467316650,2020-08-26 18:42:01,45.116.233.18,ACCEPT BUTTON,1,1,1
1598467339490,1598467331921,2020-08-26 18:42:20,39.59.15.242,ACCEPT BUTTON,1,1,1
1598467614187,1598467610812,2020-08-26 18:46:57,114.5.217.144,ACCEPT BUTTON,1,1,1
1598467734105,1598467726263,2020-08-26 18:48:53,112.206.162.50,Cancel BUTTON,1,0,0
1598413635524,1598413617381,2020-08-26 18:51:32,94.122.27.95,ACCEPT BUTTON,1,1,1
1598467927193,1598467919953,2020-08-26 18:52:09,62.201.242.27,Cancel BUTTON,1,0,0
1598468392126,1598468385417,2020-08-26 19:01:16,82.194.46.2,ACCEPT BUTTON,1,1,1
1598468783690,1598468745084,2020-08-26 19:06:21,95.8.104.16,Cancel BUTTON,1,0,0
1598468865140,1598468860256,2020-08-26 19:07:38,41.144.80.246,ACCEPT BUTTON,1,1,1
1598468981686,1598468967523,2020-08-26 19:09:42,181.117.152.86,ACCEPT BUTTON,1,1,1
1598469481863,1598469478395,2020-08-26 19:18:03,45.116.233.58,ACCEPT BUTTON,1,1,1
1598469766981,1598469755937,2020-08-26 19:22:47,111.88.17.109,Cancel BUTTON,1,0,0
1598469834999,1598469828578,2020-08-26 19:23:56,176.203.137.83,ACCEPT BUTTON,1,1,1
1598469977162,1598469973885,2020-08-26 19:26:18,187.2.225.101,Cancel BUTTON,1,0,0
1598470083378,1598470080741,2020-08-26 19:28:04,39.34.164.189,ACCEPT BUTTON,1,1,1
1598470187664,1598470169855,2020-08-26 19:29:48,31.142.30.192,Cancel BUTTON,1,0,0
1598470421808,1598470418956,2020-08-26 19:33:42,51.223.109.56,ACCEPT BUTTON,1,1,1
1598470634321,1598470601968,2020-08-26 19:37:16,81.214.107.220,ACCEPT BUTTON,1,1,1
1598470838297,1598470833914,2020-08-26 19:40:39,95.159.101.206,Cancel BUTTON,1,0,0
1598472139295,1598470972474,2020-08-26 20:02:17,190.11.3.8,ACCEPT BUTTON,1,1,1
1598479669061,1598479656482,2020-08-26 22:07:49,212.154.118.35,ACCEPT BUTTON,1,1,1
1598480218864,1598480209332,2020-08-26 22:16:58,85.100.65.148,ACCEPT BUTTON,1,1,1
1598480287363,1598480283344,2020-08-26 22:18:07,5.193.70.94,ACCEPT BUTTON,1,1,1
1598481562722,1598481453634,2020-08-26 22:39:25,109.169.23.169,Cancel BUTTON,1,0,0
1598481649517,1598481646672,2020-08-26 22:40:51,51.195.62.223,ACCEPT BUTTON,1,1,1
1598482726989,1598482710038,2020-08-26 22:58:48,78.175.227.219,Cancel BUTTON,1,0,0
1598483308804,1598483303315,2020-08-26 23:08:28,79.21.211.200,Cancel BUTTON,1,0,0
1598484172665,1598484169037,2020-08-26 23:22:53,188.236.219.68,ACCEPT BUTTON,1,1,1
1598484577503,1598484572588,2020-08-26 23:29:38,36.90.222.124,Cancel BUTTON,1,0,0
1598484657611,1598484644878,2020-08-26 23:30:58,189.6.36.250,ACCEPT BUTTON,1,1,1
1598489255350,1598489241451,2020-08-27 00:47:35,36.90.10.34,Cancel BUTTON,1,0,0
1598489291462,1598489284355,2020-08-27 00:49:53,36.78.202.216,Cancel BUTTON,1,0,0
1598489954970,1598489933990,2020-08-27 00:59:11,189.82.103.169,Cancel BUTTON,1,0,0
1598490274896,1598490268991,2020-08-27 01:04:36,88.227.56.100,ACCEPT BUTTON,1,1,1
1598491422840,1598491416618,2020-08-27 01:23:44,197.62.19.222,Cancel BUTTON,1,0,0
1598492023654,1598492013963,2020-08-27 01:34:48,201.37.106.80,ACCEPT BUTTON,1,1,1
1598492667994,1598492662855,2020-08-27 01:44:28,179.105.36.33,Cancel BUTTON,1,0,0
1598493219740,1598493197791,2020-08-27 01:53:38,170.80.222.29,ACCEPT BUTTON,1,1,1
1598493880502,1598493876603,2020-08-27 02:04:41,39.36.94.153,Cancel BUTTON,1,0,0
1598493927313,1598493916649,2020-08-27 02:05:27,119.160.97.83,ACCEPT BUTTON,1,1,1
1598494240550,1598494233158,2020-08-27 02:10:41,105.159.114.237,ACCEPT BUTTON,1,1,1
1598495565870,1598495562246,2020-08-27 02:32:46,185.106.31.179,ACCEPT BUTTON,1,1,1
1598496825394,1598496817686,2020-08-27 02:54:04,36.90.209.211,ACCEPT BUTTON,1,1,1
1598496951904,1598496949332,2020-08-27 02:55:53,130.193.250.110,Cancel BUTTON,1,0,0
1598497174594,1598497169759,2020-08-27 02:59:35,45.116.233.31,Cancel BUTTON,1,0,0
1598497281645,1598497276168,2020-08-27 03:01:22,61.5.57.223,Cancel BUTTON,1,0,0
1598497913275,1598497906167,2020-08-27 03:08:11,36.85.56.102,Cancel BUTTON,1,0,0
1598498945961,1598498938922,2020-08-27 03:29:07,103.225.223.230,ACCEPT BUTTON,1,1,1
1598498985457,1598498961662,2020-08-27 03:29:46,157.41.174.177,ACCEPT BUTTON,1,1,1
1598500084557,1598500066217,2020-08-27 03:48:04,103.225.244.42,Cancel BUTTON,1,0,0
1598503920956,1598503905195,2020-08-27 03:51:54,182.186.250.91,ACCEPT BUTTON,1,1,1
1598500424811,1598500418113,2020-08-27 03:53:46,181.46.165.38,ACCEPT BUTTON,1,1,1
1598500480586,1598500469225,2020-08-27 03:54:40,157.37.92.192,ACCEPT BUTTON,1,1,1
1598500986091,1598500964698,2020-08-27 04:03:08,36.74.40.193,ACCEPT BUTTON,1,1,1
1598501690937,1598501684093,2020-08-27 04:14:52,93.41.99.62,Cancel BUTTON,1,0,0
1598502525337,1598502520324,2020-08-27 04:28:47,196.190.160.12,ACCEPT BUTTON,1,1,1
1598502623721,1598502613472,2020-08-27 04:30:30,180.246.174.79,ACCEPT BUTTON,1,1,1
1598504148325,1598504145376,2020-08-27 04:50:05,36.90.90.105,Cancel BUTTON,1,0,0
1598503940373,1598503925743,2020-08-27 04:52:18,112.207.102.26,Cancel BUTTON,1,0,0
1598503972554,1598503962611,2020-08-27 04:52:52,43.231.23.254,Cancel BUTTON,1,0,0
1598504391914,1598504377033,2020-08-27 04:59:40,180.246.32.250,Cancel BUTTON,1,0,0
1598504980993,1598504945629,2020-08-27 05:09:52,157.34.141.110,ACCEPT BUTTON,1,1,1
1598505155960,1598505140217,2020-08-27 05:12:35,115.178.211.31,Cancel BUTTON,1,0,0
1598505373886,1598505320850,2020-08-27 05:16:12,142.44.216.76,Cancel BUTTON,1,0,0
1598506145319,1598506139875,2020-08-27 05:29:06,47.11.137.197,ACCEPT BUTTON,1,1,1
1598506999583,1598506995681,2020-08-27 05:43:22,37.130.78.185,Cancel BUTTON,1,0,0
1598507222590,1598507220453,2020-08-27 05:47:03,47.29.189.87,ACCEPT BUTTON,1,1,1
1598489639310,1598489624327,2020-08-27 05:53:54,181.92.14.182,ACCEPT BUTTON,1,1,1
1598508197649,1598508182184,2020-08-27 06:03:17,180.243.43.69,ACCEPT BUTTON,1,1,1
1598508752609,1598508720782,2020-08-27 06:12:33,157.34.36.95,ACCEPT BUTTON,1,1,1
1598508922002,1598508899195,2020-08-27 06:15:38,107.181.177.130,ACCEPT BUTTON,1,1,1
1598509306368,1598509301806,2020-08-27 06:21:46,119.160.116.133,Cancel BUTTON,1,0,0
1598509625818,1598509602177,2020-08-27 06:27:06,157.40.136.51,ACCEPT BUTTON,1,1,1
1598509770195,1598509747199,2020-08-27 06:29:26,182.185.102.73,Cancel BUTTON,1,0,0
1598510158697,1598510153217,2020-08-27 06:35:59,59.103.62.123,Cancel BUTTON,1,0,0
